"rollno","name","age","grade","department"
"R48620","Student48620",27,"D","ECE"
"R48621","Student48621",28,"B","Mech"
"R48622","Student48622",21,"F","Civil"
"R48623","Student48623",24,"C","Mech"
"R48624","Student48624",30,"C","Civil"
"R48625","Student48625",23,"C","Mech"
"R48626","Student48626",28,"D","CS"
"R48627","Student48627",24,"D","Civil"
"R48628","Student48628",18,"A","CS"
"R48629","Student48629",20,"D","IT"
"R48630","Student48630",19,"B","ECE"
"R48631","Student48631",24,"A","Mech"
"R48632","Student48632",25,"C","CS"
"R48633","Student48633",20,"A","IT"
"R48634","Student48634",28,"A","Mech"
"R48635","Student48635",24,"D","IT"
"R48636","Student48636",20,"B","IT"
"R48637","Student48637",20,"D","ECE"
"R48638","Student48638",23,"C","Civil"
"R48639","Student48639",27,"A","ECE"
"R48640","Student48640",19,"F","IT"
"R48641","Student48641",24,"D","Civil"
"R48642","Student48642",28,"A","Civil"
"R48643","Student48643",27,"F","IT"
"R48644","Student48644",20,"F","ECE"
"R48645","Student48645",21,"A","Mech"
"R48646","Student48646",27,"C","Mech"
"R48647","Student48647",25,"A","Civil"
"R48648","Student48648",22,"C","IT"
"R48649","Student48649",25,"C","ECE"
"R48650","Student48650",29,"C","ECE"
"R48651","Student48651",25,"C","CS"
"R48652","Student48652",30,"D","Mech"
"R48653","Student48653",30,"D","Mech"
"R48654","Student48654",24,"B","CS"
"R48655","Student48655",25,"D","Civil"
"R48656","Student48656",19,"C","IT"
"R48657","Student48657",22,"B","Civil"
"R48658","Student48658",27,"D","IT"
"R48659","Student48659",21,"C","CS"
"R48660","Student48660",25,"F","ECE"
"R48661","Student48661",23,"C","IT"
"R48662","Student48662",26,"B","Mech"
"R48663","Student48663",24,"B","CS"
"R48664","Student48664",27,"C","Civil"
"R48665","Student48665",23,"B","Mech"
"R48666","Student48666",18,"F","Mech"
"R48667","Student48667",24,"A","Mech"
"R48668","Student48668",19,"A","Mech"
"R48669","Student48669",25,"A","CS"
"R48670","Student48670",19,"D","IT"
"R48671","Student48671",20,"B","Mech"
"R48672","Student48672",30,"C","IT"
"R48673","Student48673",25,"D","ECE"
"R48674","Student48674",20,"B","Mech"
"R48675","Student48675",22,"A","Mech"
"R48676","Student48676",30,"F","IT"
"R48677","Student48677",23,"D","Mech"
"R48678","Student48678",19,"F","IT"
"R48679","Student48679",26,"B","IT"
"R48680","Student48680",28,"D","Mech"
"R48681","Student48681",19,"F","CS"
"R48682","Student48682",29,"C","CS"
"R48683","Student48683",21,"A","IT"
"R48684","Student48684",30,"F","Mech"
"R48685","Student48685",19,"B","IT"
"R48686","Student48686",30,"A","Mech"
"R48687","Student48687",29,"F","Mech"
"R48688","Student48688",22,"D","CS"
"R48689","Student48689",28,"C","Civil"
"R48690","Student48690",23,"A","Civil"
"R48691","Student48691",21,"C","ECE"
"R48692","Student48692",24,"B","CS"
"R48693","Student48693",23,"C","Mech"
"R48694","Student48694",28,"F","Civil"
"R48695","Student48695",26,"D","CS"
"R48696","Student48696",29,"A","Civil"
"R48697","Student48697",28,"D","ECE"
"R48698","Student48698",30,"A","IT"
"R48699","Student48699",22,"A","CS"
"R48700","Student48700",30,"B","Civil"
"R48701","Student48701",26,"D","ECE"
"R48702","Student48702",30,"F","ECE"
"R48703","Student48703",22,"C","ECE"
"R48704","Student48704",26,"C","IT"
"R48705","Student48705",24,"F","Civil"
"R48706","Student48706",27,"C","Mech"
"R48707","Student48707",24,"B","CS"
"R48708","Student48708",30,"C","Civil"
"R48709","Student48709",26,"F","ECE"
"R48710","Student48710",26,"D","Civil"
"R48711","Student48711",24,"F","Civil"
"R48712","Student48712",25,"D","Civil"
"R48713","Student48713",25,"D","Mech"
"R48714","Student48714",18,"F","ECE"
"R48715","Student48715",29,"A","CS"
"R48716","Student48716",26,"A","CS"
"R48717","Student48717",21,"F","IT"
"R48718","Student48718",30,"B","Civil"
"R48719","Student48719",25,"C","IT"
"R48720","Student48720",20,"F","Mech"
"R48721","Student48721",28,"B","IT"
"R48722","Student48722",24,"B","ECE"
"R48723","Student48723",24,"C","Mech"
"R48724","Student48724",29,"C","CS"
"R48725","Student48725",25,"F","Civil"
"R48726","Student48726",22,"B","IT"
"R48727","Student48727",24,"C","ECE"
"R48728","Student48728",26,"C","ECE"
"R48729","Student48729",19,"B","Mech"
"R48730","Student48730",27,"A","CS"
"R48731","Student48731",20,"C","CS"
"R48732","Student48732",24,"F","Civil"
"R48733","Student48733",30,"C","CS"
"R48734","Student48734",24,"B","CS"
"R48735","Student48735",30,"B","IT"
"R48736","Student48736",25,"F","ECE"
"R48737","Student48737",27,"D","ECE"
"R48738","Student48738",21,"B","IT"
"R48739","Student48739",24,"F","ECE"
"R48740","Student48740",29,"A","Mech"
"R48741","Student48741",23,"D","CS"
"R48742","Student48742",19,"D","IT"
"R48743","Student48743",22,"A","CS"
"R48744","Student48744",25,"F","ECE"
"R48745","Student48745",27,"A","ECE"
"R48746","Student48746",25,"C","ECE"
"R48747","Student48747",26,"D","CS"
"R48748","Student48748",28,"A","Civil"
"R48749","Student48749",22,"A","ECE"
"R48750","Student48750",30,"A","Civil"
"R48751","Student48751",29,"C","Mech"
"R48752","Student48752",23,"A","IT"
"R48753","Student48753",29,"D","IT"
"R48754","Student48754",28,"A","CS"
"R48755","Student48755",30,"C","IT"
"R48756","Student48756",19,"A","CS"
"R48757","Student48757",25,"B","ECE"
"R48758","Student48758",29,"F","Mech"
"R48759","Student48759",30,"D","CS"
"R48760","Student48760",21,"A","IT"
"R48761","Student48761",26,"A","Mech"
"R48762","Student48762",18,"B","Mech"
"R48763","Student48763",22,"B","IT"
"R48764","Student48764",18,"F","CS"
"R48765","Student48765",26,"F","Civil"
"R48766","Student48766",22,"A","Civil"
"R48767","Student48767",20,"A","ECE"
"R48768","Student48768",28,"F","ECE"
"R48769","Student48769",20,"C","ECE"
"R48770","Student48770",19,"B","IT"
"R48771","Student48771",21,"A","Civil"
"R48772","Student48772",28,"C","Mech"
"R48773","Student48773",21,"F","IT"
"R48774","Student48774",23,"F","Civil"
"R48775","Student48775",23,"A","CS"
"R48776","Student48776",21,"B","Civil"
"R48777","Student48777",25,"A","CS"
"R48778","Student48778",30,"D","Civil"
"R48779","Student48779",25,"C","ECE"
"R48780","Student48780",26,"B","Civil"
"R48781","Student48781",28,"A","Civil"
"R48782","Student48782",25,"A","CS"
"R48783","Student48783",30,"F","IT"
"R48784","Student48784",29,"C","IT"
"R48785","Student48785",23,"A","CS"
"R48786","Student48786",19,"D","ECE"
"R48787","Student48787",24,"F","IT"
"R48788","Student48788",28,"C","ECE"
"R48789","Student48789",25,"F","Civil"
"R48790","Student48790",30,"C","ECE"
"R48791","Student48791",23,"C","Civil"
"R48792","Student48792",22,"C","CS"
"R48793","Student48793",29,"C","CS"
"R48794","Student48794",28,"F","IT"
"R48795","Student48795",20,"F","Mech"
"R48796","Student48796",23,"A","CS"
"R48797","Student48797",24,"D","Civil"
"R48798","Student48798",22,"A","CS"
"R48799","Student48799",27,"A","CS"
"R48800","Student48800",23,"B","Mech"
"R48801","Student48801",21,"A","Mech"
"R48802","Student48802",27,"C","CS"
"R48803","Student48803",18,"B","CS"
"R48804","Student48804",23,"F","Civil"
"R48805","Student48805",21,"F","ECE"
"R48806","Student48806",24,"B","Civil"
"R48807","Student48807",30,"C","Civil"
"R48808","Student48808",18,"A","Mech"
"R48809","Student48809",25,"D","Civil"
"R48810","Student48810",23,"D","Civil"
"R48811","Student48811",30,"D","CS"
"R48812","Student48812",22,"D","Civil"
"R48813","Student48813",26,"F","IT"
"R48814","Student48814",23,"F","IT"
"R48815","Student48815",29,"F","Mech"
"R48816","Student48816",18,"A","IT"
"R48817","Student48817",26,"A","ECE"
"R48818","Student48818",26,"F","IT"
"R48819","Student48819",19,"C","ECE"
"R48820","Student48820",29,"C","Mech"
"R48821","Student48821",20,"D","ECE"
"R48822","Student48822",29,"C","IT"
"R48823","Student48823",22,"B","Civil"
"R48824","Student48824",25,"F","IT"
"R48825","Student48825",26,"A","IT"
"R48826","Student48826",27,"D","Civil"
"R48827","Student48827",22,"C","Civil"
"R48828","Student48828",30,"D","Civil"
"R48829","Student48829",27,"A","IT"
"R48830","Student48830",25,"B","CS"
"R48831","Student48831",25,"C","ECE"
"R48832","Student48832",27,"A","ECE"
"R48833","Student48833",29,"D","ECE"
"R48834","Student48834",18,"A","IT"
"R48835","Student48835",26,"C","ECE"
"R48836","Student48836",21,"D","Civil"
"R48837","Student48837",23,"B","Civil"
"R48838","Student48838",28,"C","Civil"
"R48839","Student48839",29,"D","CS"
"R48840","Student48840",27,"A","CS"
"R48841","Student48841",27,"C","ECE"
"R48842","Student48842",21,"C","IT"
"R48843","Student48843",25,"C","IT"
"R48844","Student48844",18,"A","Civil"
"R48845","Student48845",25,"D","Civil"
"R48846","Student48846",27,"F","ECE"
"R48847","Student48847",30,"C","CS"
"R48848","Student48848",20,"C","Mech"
"R48849","Student48849",28,"A","Civil"
"R48850","Student48850",27,"C","ECE"
"R48851","Student48851",24,"C","Civil"
"R48852","Student48852",23,"C","CS"
"R48853","Student48853",18,"C","Civil"
"R48854","Student48854",27,"F","ECE"
"R48855","Student48855",22,"F","Mech"
"R48856","Student48856",20,"F","Mech"
"R48857","Student48857",26,"A","IT"
"R48858","Student48858",19,"F","IT"
"R48859","Student48859",30,"C","ECE"
"R48860","Student48860",29,"C","Civil"
"R48861","Student48861",22,"F","ECE"
"R48862","Student48862",26,"D","Mech"
"R48863","Student48863",26,"A","CS"
"R48864","Student48864",27,"A","Mech"
"R48865","Student48865",26,"B","ECE"
"R48866","Student48866",27,"A","CS"
"R48867","Student48867",23,"C","Mech"
"R48868","Student48868",21,"F","Civil"
"R48869","Student48869",25,"D","Mech"
"R48870","Student48870",26,"A","CS"
"R48871","Student48871",30,"C","ECE"
"R48872","Student48872",30,"A","CS"
"R48873","Student48873",26,"F","ECE"
"R48874","Student48874",28,"B","ECE"
"R48875","Student48875",25,"C","ECE"
"R48876","Student48876",21,"F","ECE"
"R48877","Student48877",22,"A","ECE"
"R48878","Student48878",24,"B","CS"
"R48879","Student48879",28,"C","Mech"
"R48880","Student48880",28,"B","IT"
"R48881","Student48881",25,"A","IT"
"R48882","Student48882",30,"A","CS"
"R48883","Student48883",20,"D","CS"
"R48884","Student48884",20,"B","Civil"
"R48885","Student48885",19,"F","IT"
"R48886","Student48886",27,"B","Mech"
"R48887","Student48887",28,"B","CS"
"R48888","Student48888",24,"A","ECE"
"R48889","Student48889",23,"A","Civil"
"R48890","Student48890",18,"F","Civil"
"R48891","Student48891",25,"D","Mech"
"R48892","Student48892",22,"C","CS"
"R48893","Student48893",27,"B","Civil"
"R48894","Student48894",24,"A","Civil"
"R48895","Student48895",29,"D","Civil"
"R48896","Student48896",21,"D","IT"
"R48897","Student48897",18,"A","Civil"
"R48898","Student48898",20,"B","Mech"
"R48899","Student48899",21,"C","Civil"
"R48900","Student48900",29,"F","Civil"
"R48901","Student48901",28,"A","ECE"
"R48902","Student48902",21,"B","Mech"
"R48903","Student48903",29,"B","CS"
"R48904","Student48904",18,"C","ECE"
"R48905","Student48905",29,"D","ECE"
"R48906","Student48906",18,"B","Mech"
"R48907","Student48907",23,"F","IT"
"R48908","Student48908",18,"B","Mech"
"R48909","Student48909",22,"D","IT"
"R48910","Student48910",28,"C","IT"
"R48911","Student48911",19,"C","Mech"
"R48912","Student48912",26,"D","Civil"
"R48913","Student48913",19,"D","Civil"
"R48914","Student48914",27,"F","Mech"
"R48915","Student48915",20,"D","ECE"
"R48916","Student48916",20,"C","IT"
"R48917","Student48917",20,"A","CS"
"R48918","Student48918",28,"F","CS"
"R48919","Student48919",25,"D","Civil"
"R48920","Student48920",30,"A","Mech"
"R48921","Student48921",23,"F","CS"
"R48922","Student48922",25,"F","ECE"
"R48923","Student48923",22,"F","CS"
"R48924","Student48924",30,"D","IT"
"R48925","Student48925",21,"B","ECE"
"R48926","Student48926",21,"B","Civil"
"R48927","Student48927",30,"F","Mech"
"R48928","Student48928",29,"C","CS"
"R48929","Student48929",23,"D","CS"
"R48930","Student48930",26,"A","IT"
"R48931","Student48931",20,"A","Mech"
"R48932","Student48932",24,"D","ECE"
"R48933","Student48933",21,"F","ECE"
"R48934","Student48934",26,"A","ECE"
"R48935","Student48935",22,"F","CS"
"R48936","Student48936",27,"D","ECE"
"R48937","Student48937",25,"C","Mech"
"R48938","Student48938",25,"D","CS"
"R48939","Student48939",22,"A","IT"
"R48940","Student48940",25,"B","CS"
"R48941","Student48941",25,"C","IT"
"R48942","Student48942",23,"B","Civil"
"R48943","Student48943",20,"B","IT"
"R48944","Student48944",30,"D","ECE"
"R48945","Student48945",22,"F","IT"
"R48946","Student48946",20,"D","ECE"
"R48947","Student48947",30,"C","ECE"
"R48948","Student48948",29,"D","IT"
"R48949","Student48949",21,"C","CS"
"R48950","Student48950",26,"C","Mech"
"R48951","Student48951",30,"D","CS"
"R48952","Student48952",21,"A","ECE"
"R48953","Student48953",20,"D","Mech"
"R48954","Student48954",18,"D","IT"
"R48955","Student48955",18,"D","IT"
"R48956","Student48956",24,"F","ECE"
"R48957","Student48957",21,"F","CS"
"R48958","Student48958",26,"D","ECE"
"R48959","Student48959",18,"B","IT"
"R48960","Student48960",24,"A","Mech"
"R48961","Student48961",28,"D","Mech"
"R48962","Student48962",23,"D","IT"
"R48963","Student48963",29,"F","Civil"
"R48964","Student48964",22,"A","ECE"
"R48965","Student48965",28,"D","Mech"
"R48966","Student48966",18,"A","CS"
"R48967","Student48967",28,"F","ECE"
"R48968","Student48968",18,"F","IT"
"R48969","Student48969",18,"A","CS"
"R48970","Student48970",25,"B","ECE"
"R48971","Student48971",27,"D","Civil"
"R48972","Student48972",20,"B","IT"
"R48973","Student48973",26,"B","CS"
"R48974","Student48974",29,"C","CS"
"R48975","Student48975",18,"F","IT"
"R48976","Student48976",28,"D","IT"
"R48977","Student48977",22,"D","CS"
"R48978","Student48978",19,"F","Civil"
"R48979","Student48979",27,"F","CS"
"R48980","Student48980",20,"D","IT"
"R48981","Student48981",18,"C","Civil"
"R48982","Student48982",23,"B","Civil"
"R48983","Student48983",28,"B","Mech"
"R48984","Student48984",30,"C","ECE"
"R48985","Student48985",18,"D","CS"
"R48986","Student48986",20,"D","IT"
"R48987","Student48987",27,"C","CS"
"R48988","Student48988",22,"C","ECE"
"R48989","Student48989",18,"A","Civil"
"R48990","Student48990",21,"A","IT"
"R48991","Student48991",30,"C","ECE"
"R48992","Student48992",23,"D","IT"
"R48993","Student48993",25,"A","ECE"
"R48994","Student48994",25,"A","IT"
"R48995","Student48995",27,"F","Civil"
"R48996","Student48996",25,"B","IT"
"R48997","Student48997",23,"D","ECE"
"R48998","Student48998",22,"B","CS"
"R48999","Student48999",24,"B","CS"
"R49000","Student49000",28,"B","Mech"
"R49001","Student49001",23,"F","ECE"
"R49002","Student49002",24,"D","Mech"
"R49003","Student49003",28,"A","CS"
"R49004","Student49004",22,"F","ECE"
"R49005","Student49005",22,"A","Civil"
"R49006","Student49006",23,"B","Mech"
"R49007","Student49007",26,"D","CS"
"R49008","Student49008",30,"F","Mech"
"R49009","Student49009",21,"B","IT"
"R49010","Student49010",21,"D","CS"
"R49011","Student49011",18,"D","CS"
"R49012","Student49012",21,"A","Mech"
"R49013","Student49013",18,"A","ECE"
"R49014","Student49014",29,"C","Civil"
"R49015","Student49015",23,"D","ECE"
"R49016","Student49016",20,"A","IT"
"R49017","Student49017",24,"D","ECE"
"R49018","Student49018",19,"B","ECE"
"R49019","Student49019",18,"C","Mech"
"R49020","Student49020",20,"A","Mech"
"R49021","Student49021",25,"D","Mech"
"R49022","Student49022",27,"F","CS"
"R49023","Student49023",20,"D","IT"
"R49024","Student49024",21,"A","CS"
"R49025","Student49025",26,"F","Civil"
"R49026","Student49026",25,"A","IT"
"R49027","Student49027",20,"B","IT"
"R49028","Student49028",29,"A","ECE"
"R49029","Student49029",19,"B","Mech"
"R49030","Student49030",24,"B","ECE"
"R49031","Student49031",25,"B","Civil"
"R49032","Student49032",18,"D","Mech"
"R49033","Student49033",21,"F","ECE"
"R49034","Student49034",23,"C","Civil"
"R49035","Student49035",23,"F","Civil"
"R49036","Student49036",29,"F","Mech"
"R49037","Student49037",29,"F","IT"
"R49038","Student49038",30,"B","Civil"
"R49039","Student49039",27,"C","Civil"
"R49040","Student49040",28,"C","ECE"
"R49041","Student49041",27,"C","Mech"
"R49042","Student49042",26,"A","Civil"
"R49043","Student49043",22,"C","Mech"
"R49044","Student49044",25,"D","Civil"
"R49045","Student49045",18,"A","Mech"
"R49046","Student49046",30,"D","Civil"
"R49047","Student49047",30,"A","CS"
"R49048","Student49048",21,"A","CS"
"R49049","Student49049",26,"D","Mech"
"R49050","Student49050",27,"C","Civil"
"R49051","Student49051",23,"C","IT"
"R49052","Student49052",18,"A","IT"
"R49053","Student49053",27,"F","CS"
"R49054","Student49054",18,"A","Mech"
"R49055","Student49055",21,"A","Civil"
"R49056","Student49056",22,"C","Civil"
"R49057","Student49057",30,"A","Civil"
"R49058","Student49058",25,"F","IT"
"R49059","Student49059",28,"B","Mech"
"R49060","Student49060",21,"B","ECE"
"R49061","Student49061",20,"F","ECE"
"R49062","Student49062",26,"A","Mech"
"R49063","Student49063",30,"D","ECE"
"R49064","Student49064",18,"A","Mech"
"R49065","Student49065",30,"B","CS"
"R49066","Student49066",23,"D","Civil"
"R49067","Student49067",21,"F","ECE"
"R49068","Student49068",26,"D","ECE"
"R49069","Student49069",28,"B","IT"
"R49070","Student49070",18,"F","ECE"
"R49071","Student49071",24,"D","CS"
"R49072","Student49072",28,"F","CS"
"R49073","Student49073",29,"A","ECE"
"R49074","Student49074",25,"D","Civil"
"R49075","Student49075",18,"A","Mech"
"R49076","Student49076",26,"A","ECE"
"R49077","Student49077",21,"A","IT"
"R49078","Student49078",24,"C","Civil"
"R49079","Student49079",29,"A","CS"
"R49080","Student49080",23,"F","Mech"
"R49081","Student49081",29,"C","Civil"
"R49082","Student49082",23,"F","CS"
"R49083","Student49083",27,"C","IT"
"R49084","Student49084",29,"A","Civil"
"R49085","Student49085",29,"A","IT"
"R49086","Student49086",26,"F","IT"
"R49087","Student49087",19,"B","CS"
"R49088","Student49088",25,"B","IT"
"R49089","Student49089",21,"C","CS"
"R49090","Student49090",25,"C","Civil"
"R49091","Student49091",20,"D","IT"
"R49092","Student49092",21,"A","IT"
"R49093","Student49093",27,"B","CS"
"R49094","Student49094",22,"F","IT"
"R49095","Student49095",19,"D","Civil"
"R49096","Student49096",27,"B","IT"
"R49097","Student49097",21,"B","ECE"
"R49098","Student49098",30,"A","CS"
"R49099","Student49099",25,"F","Civil"
"R49100","Student49100",28,"F","Civil"
"R49101","Student49101",25,"C","Civil"
"R49102","Student49102",29,"F","Mech"
"R49103","Student49103",21,"F","ECE"
"R49104","Student49104",24,"B","Civil"
"R49105","Student49105",28,"B","Mech"
"R49106","Student49106",22,"A","IT"
"R49107","Student49107",20,"D","IT"
"R49108","Student49108",28,"B","CS"
"R49109","Student49109",29,"C","Mech"
"R49110","Student49110",27,"A","Civil"
"R49111","Student49111",30,"D","Civil"
"R49112","Student49112",29,"A","IT"
"R49113","Student49113",18,"C","Mech"
"R49114","Student49114",27,"F","ECE"
"R49115","Student49115",28,"C","IT"
"R49116","Student49116",30,"C","IT"
